ContractId,CustomerId,ComplaintId,ContractDescription,ContractAmount,CurrencyCode,ContractEffectiveDate,ContractEndDate,ContractTerm,SLASchemeId,CustomerSegment,,,
95-8686665,1566812,840376,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,650,INR,2023-07-09,2019-09-29,46 Months,#118465,Empty,,,
03-7488390,1402031,2005306,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at,650,INR,2022-02-08,2022-08-25,7 Months,#5968fb,Empty,,,
02-0866213,1787792,831683,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,350,INR,2022-08-20,2020-11-01,22 Months,#f5b60c,Empty,,,
58-2735563,1893730,698321,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,350,INR,2021-04-07,2020-12-14,4 Months,#54a145,Empty,,,
18-6920876,1391963,1785210,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate,950,INR,2021-05-03,2020-05-27,11 Months,#e7f6ce,Empty,,,
92-3673903,1359833,1912037,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,950,INR,2020-12-09,2019-05-05,19 Months,#e372a0,Empty,,,
04-5554145,1860964,2475107,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,1500,INR,2021-03-01,2020-04-19,11 Months,#3038f2,Empty,,,
99-0719513,1397210,1466679,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh,950,INR,2021-02-10,2020-06-21,8 Months,#f2aa89,Empty,,,
90-7165286,1300113,472040,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis,1500,INR,2021-04-24,2022-04-02,11 Months,#e880ed,Empty,,,
30-9439047,1121978,1744185,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,650,INR,2023-09-25,2022-07-21,14 Months,#a84de2,Empty,,,
03-8537315,1625109,1025453,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce,350,INR,2023-03-03,2022-06-01,9 Months,#4888e0,Empty,,,
40-5377098,1591192,2391045,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse,650,INR,2023-06-23,2022-03-05,16 Months,#3a8608,Empty,,,
15-5121010,1439117,1830345,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in,650,INR,2021-10-06,2020-12-24,10 Months,#de613a,Empty,,,
52-3195507,1597948,727760,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,650,INR,2023-01-08,2021-11-27,14 Months,#cd9a4c,Empty,,,
04-8436491,1436931,388711,pede malesuada in imperdiet et commodo vulputate justo in blandit,1500,INR,2021-07-04,2021-09-07,2 Months,#e15471,Empty,,,
78-3270170,1359864,2299773,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,350,INR,2020-04-27,2019-08-21,8 Months,#c2fa89,Empty,,,
21-3375052,1279507,1288012,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla,950,INR,2021-02-16,2021-10-03,8 Months,#04fc6b,Empty,,,
33-2636646,1250900,581810,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,1500,INR,2021-06-07,2019-06-10,24 Months,#62959e,Empty,,,
20-2599241,1672101,2211219,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus,1500,INR,2021-04-17,2021-08-19,4 Months,#29c8fe,Empty,,,
13-0706412,1541522,892199,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,350,INR,2022-05-29,2020-01-27,28 Months,#979322,Empty,,,
87-6644936,1542760,2385607,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in,950,INR,2022-07-30,2021-09-02,11 Months,#387ef3,Empty,,,
87-9800889,1312890,116428,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,1500,INR,2020-11-05,2022-06-13,20 Months,#b2240b,Empty,,,
54-5034458,1575976,2344291,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,1500,INR,2023-01-23,2021-11-03,15 Months,#87c9c0,Empty,,,
80-6700791,1300737,2032499,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,950,INR,2022-11-25,2020-05-06,31 Months,#970dce,Empty,,,
07-0797356,1579354,1071044,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum,350,INR,2020-05-06,2020-04-18,1 Months,#2d2ad0,Empty,,,
59-7891847,1165396,373536,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis,1500,INR,2021-05-12,2022-08-06,15 Months,#39486a,Empty,,,
82-9738590,1845999,1282787,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit,1500,INR,2023-04-26,2022-07-16,9 Months,#9e737b,Empty,,,
37-6373637,1836203,2141809,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam,350,INR,2022-06-12,2021-02-19,16 Months,#c939a5,Empty,,,
27-0535781,1796884,1087134,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst,350,INR,2022-06-09,2020-12-04,18 Months,#25b97e,Empty,,,
24-3081188,1545916,1302078,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,1500,INR,2022-11-19,2022-10-29,1 Months,#b04f8e,Empty,,,
99-5466248,1666376,1608169,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod,950,INR,2020-12-13,2021-02-16,2 Months,#604bab,Empty,,,
79-7762711,1337077,1301385,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,650,INR,2020-04-28,2021-05-05,12 Months,#5d0050,Empty,,,
08-5355308,1670246,2308948,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,1500,INR,2021-01-31,2020-05-13,9 Months,#dda5fc,Empty,,,
86-4718982,1112826,349754,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,350,INR,2022-05-21,2021-10-18,7 Months,#0118b0,Empty,,,
49-6291109,1321430,997239,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis,650,INR,2020-04-16,2022-02-15,22 Months,#580040,Empty,,,
30-0234920,1602400,2411158,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida,650,INR,2022-10-23,2021-05-22,17 Months,#69b0ce,Empty,,,
56-7925755,1381249,2180917,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis,650,INR,2021-08-23,2019-07-08,26 Months,#031527,Empty,,,
93-6756690,1815409,1786687,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh,650,INR,2023-02-24,2021-06-29,20 Months,#0b2b16,Empty,,,
63-8949313,1762049,2069590,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,650,INR,2021-05-27,2019-06-08,24 Months,#ae1de0,Empty,,,
82-2850970,1776853,537734,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem,650,INR,2021-06-29,2022-10-10,16 Months,#593570,Empty,,,
75-0398608,1234944,629530,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,650,INR,2022-04-05,2019-12-14,28 Months,#41fd32,Empty,,,
81-7485844,1185915,1593727,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in,350,INR,2022-03-03,2019-09-28,30 Months,#62e4f5,Empty,,,
84-3852268,1355416,8908,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,350,INR,2020-04-23,2019-07-22,9 Months,#8b49e0,Empty,,,
67-0148785,1736265,1307984,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis,950,INR,2023-07-30,2019-10-17,46 Months,#3016a5,Empty,,,
45-7757579,1258426,2437746,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet,350,INR,2021-04-12,2021-11-05,7 Months,#6d31a7,Empty,,,
54-3471151,1836234,2281205,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in,1500,INR,2020-04-02,2022-07-09,28 Months,#d7bb8f,Empty,,,
36-5725579,1296879,2097165,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,650,INR,2021-10-18,2020-05-12,17 Months,#c27789,Empty,,,
33-2043503,1438110,732841,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at,350,INR,2022-09-23,2022-09-05,1 Months,#b49f10,Empty,,,
43-6897207,1667627,567824,purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id,350,INR,2022-10-08,2019-08-29,38 Months,#81194a,Empty,,,
64-6770431,1862061,9052,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,1500,INR,2023-04-23,2021-06-15,23 Months,#e7c5c4,Empty,,,
53-8429875,1164275,2442948,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus,650,INR,2022-05-01,2022-09-07,4 Months,#761206,Empty,,,
37-7560523,1863760,867565,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,950,INR,2020-12-26,2021-02-10,2 Months,#62b05b,Empty,,,
11-0058124,1199639,2412808,nulla elit ac nulla sed vel enim sit amet nunc,1500,INR,2023-07-26,2022-02-18,17 Months,#871810,Empty,,,
93-2589685,1774959,421704,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in,650,INR,2020-07-17,2019-11-04,9 Months,#a4db97,Empty,,,
99-4174558,1388041,647312,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede,950,INR,2022-01-22,2019-08-20,30 Months,#467ef9,Empty,,,
21-0760345,1210884,137137,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula,1500,INR,2021-10-02,2021-07-28,2 Months,#bf5aa2,Empty,,,
74-5101736,1365814,2005531,ante vivamus tortor duis mattis egestas metus aenean fermentum donec,350,INR,2022-12-07,2019-09-06,40 Months,#df3a08,Empty,,,
88-7289389,1115087,2406891,consequat ut nulla sed accumsan felis ut at dolor quis,650,INR,2021-04-07,2019-12-03,16 Months,#c25312,Empty,,,
37-4048647,1875951,1841263,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,950,INR,2022-10-18,2019-10-12,37 Months,#caadac,Empty,,,
50-4207814,1243348,2420310,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,950,INR,2021-10-20,2019-11-20,23 Months,#a944f9,Empty,,,
19-2571195,1178393,1114002,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,650,INR,2023-09-25,2019-11-15,47 Months,#01676b,Empty,,,
20-0922269,1500502,227490,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis,1500,INR,2022-05-31,2021-09-08,9 Months,#014e0e,Empty,,,
80-5524604,1892811,862902,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit,350,INR,2023-09-07,2019-06-27,51 Months,#71a09d,Empty,,,
63-2082672,1441760,2435375,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor,350,INR,2022-02-07,2019-04-28,34 Months,#08f308,Empty,,,
61-5453240,1738676,1792341,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec,1500,INR,2020-10-01,2020-01-22,8 Months,#7f4315,Empty,,,
19-7428996,1217305,533146,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,1500,INR,2022-05-01,2019-08-28,33 Months,#5e85d8,Empty,,,
27-7828933,1662684,157625,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed,650,INR,2022-08-20,2022-10-01,1 Months,#8fe8d9,Empty,,,
22-5347143,1586917,1083865,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit,650,INR,2021-05-02,2022-01-14,9 Months,#e9a119,Empty,,,
16-6473639,1754897,2075186,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris,950,INR,2022-02-26,2022-07-16,5 Months,#2059f6,Empty,,,
76-6630113,1857539,1245558,mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit,1500,INR,2021-02-15,2021-01-04,1 Months,#9c8167,Empty,,,
64-6677316,1463541,2343051,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,950,INR,2022-11-20,2020-11-06,25 Months,#901768,Empty,,,
28-6876495,1607360,985343,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est,350,INR,2022-04-27,2022-01-13,3 Months,#99ecab,Empty,,,
09-0391848,1343586,852032,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,650,INR,2022-06-03,2020-12-08,18 Months,#1ed8e1,Empty,,,
66-8323807,1109612,2372221,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis,350,INR,2023-03-13,2021-10-19,17 Months,#501981,Empty,,,
11-7369368,1432750,1125561,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor,350,INR,2020-06-05,2020-05-28,0 Months,#67a98e,Empty,,,
55-9259635,1902302,2249348,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at,650,INR,2021-04-04,2019-08-20,20 Months,#4c5f8a,Empty,,,
12-4899251,1519801,663076,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,650,INR,2023-03-06,2020-10-26,29 Months,#554129,Empty,,,
81-3446629,1312718,19166,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,350,INR,2020-04-17,2020-12-13,8 Months,#881ea3,Empty,,,
75-5987668,1554006,90046,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla,950,INR,2022-05-28,2022-06-10,0 Months,#131d75,Empty,,,
77-5268354,1492967,2375350,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis,650,INR,2020-11-06,2021-08-30,10 Months,#5a35b2,Empty,,,
78-1288073,1442676,189407,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in,350,INR,2021-08-29,2022-06-10,10 Months,#e36429,Empty,,,
20-8175905,1378210,2371801,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum,950,INR,2023-02-09,2021-04-20,22 Months,#1c3e4d,Empty,,,
80-3560975,1774767,1361681,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus,350,INR,2023-09-12,2019-11-25,46 Months,#763055,Empty,,,
79-1789897,1635448,1364677,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem,1500,INR,2021-04-12,2021-10-15,6 Months,#058ac9,Empty,,,
16-8456347,1143985,1076849,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,650,INR,2022-03-23,2020-07-23,20 Months,#59530f,Empty,,,
12-2050364,1670066,1406103,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a,1500,INR,2020-06-03,2021-06-16,13 Months,#8e8040,Empty,,,
92-9309504,1466670,251956,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi,1500,INR,2023-08-31,2020-06-17,39 Months,#5a39a2,Empty,,,
81-6611211,1447929,612452,ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar,950,INR,2023-10-22,2021-02-16,33 Months,#5c81fc,Empty,,,
90-9966575,1618937,437439,vehicula consequat morbi a ipsum integer a nibh in quis,650,INR,2022-07-24,2020-06-05,26 Months,#097fa1,Empty,,,
98-0252624,1873573,211636,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque,950,INR,2020-10-19,2021-02-04,4 Months,#6564aa,Empty,,,
23-6619250,1830977,1414182,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod,1500,INR,2021-01-29,2019-05-19,21 Months,#baefcc,Empty,,,
66-4630681,1612355,779076,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit,350,INR,2021-07-30,2022-10-21,15 Months,#f8dff4,Empty,,,
22-2618173,1165234,1156809,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,1500,INR,2022-06-25,2020-02-29,28 Months,#ffd553,Empty,,,
41-2880595,1825343,388466,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,350,INR,2022-03-25,2019-08-29,31 Months,#ecbd40,Empty,,,
72-0007733,1307369,2000252,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu,650,INR,2023-07-01,2021-10-04,21 Months,#03c61f,Empty,,,
75-0834678,1403127,361206,arcu sed augue aliquam erat volutpat in congue etiam justo etiam,950,INR,2022-05-25,2022-06-29,1 Months,#41ae0b,Empty,,,
65-9453060,1852152,690827,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,950,INR,2020-05-20,2021-12-09,19 Months,#4499cc,Empty,,,
82-0303885,1510937,2167186,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim,350,INR,2021-11-09,2021-07-16,4 Months,#5b128a,Empty,,,
70-0131708,1354791,1959085,molestie lorem quisque ut erat curabitur gravida nisi at nibh in,1500,INR,2023-03-15,2019-04-28,47 Months,#099226,Empty,,,
91-1873704,1841389,2426957,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,950,INR,2021-11-29,2022-06-23,7 Months,#2ea290,Empty,,,
50-6757729,1854199,2009569,nisl venenatis lacinia aenean sit amet justo morbi ut odio,1500,INR,2021-10-27,2020-10-24,12 Months,#39b084,Empty,,,
23-9526513,1256236,900970,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,650,INR,2021-03-23,2022-06-17,15 Months,#b3e714,Empty,,,
24-2731849,1503339,1220070,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,950,INR,2022-02-18,2020-10-22,16 Months,#0dfd7f,Empty,,,
84-0928570,1500594,344167,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat,650,INR,2023-03-21,2019-12-04,40 Months,#16ad4f,Empty,,,
11-7364839,1462065,2371883,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,650,INR,2021-03-10,2019-07-11,20 Months,#3298c4,Empty,,,
67-4577074,1474361,217609,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,650,INR,2022-06-18,2022-02-02,5 Months,#b23733,Empty,,,
90-1039057,1764990,2186512,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac,650,INR,2022-06-11,2019-07-28,35 Months,#a5893a,Empty,,,
86-2121736,1621121,2242815,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare,950,INR,2020-07-12,2021-04-09,9 Months,#69b87d,Empty,,,
56-9342596,1365958,1786509,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,650,INR,2021-09-13,2019-09-04,25 Months,#f1a468,Empty,,,
74-4185901,1630681,1196599,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,350,INR,2022-05-17,2021-07-31,10 Months,#82c488,Empty,,,
05-1135716,1448317,1815829,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu,950,INR,2021-04-27,2022-09-26,17 Months,#9589c3,Empty,,,
02-7824934,1744762,2386293,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet,650,INR,2023-02-19,2022-01-02,14 Months,#fb94be,Empty,,,
54-6088186,1655690,1617332,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,950,INR,2022-08-28,2019-05-25,40 Months,#cf37c3,Empty,,,
95-0250257,1210184,1367172,ultrices phasellus id sapien in sapien iaculis congue vivamus metus,950,INR,2023-05-26,2022-10-30,7 Months,#34a37b,Empty,,,
81-7711229,1113231,449851,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam,1500,INR,2020-12-06,2019-10-07,14 Months,#027158,Empty,,,
80-9011511,1476817,660573,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede,650,INR,2022-09-27,2019-12-27,34 Months,#57ceb4,Empty,,,
86-8279733,1143908,2378338,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem,1500,INR,2023-06-03,2021-01-13,29 Months,#81647b,Empty,,,
17-6346995,1239641,2180102,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,350,INR,2020-05-11,2022-09-30,29 Months,#c6760c,Empty,,,
49-4928001,1826580,2292842,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl,1500,INR,2022-03-04,2020-04-26,23 Months,#ca052d,Empty,,,
80-7475075,1826763,2039040,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim,950,INR,2023-07-01,2019-09-13,46 Months,#0b171c,Empty,,,
55-1699457,1747933,1663799,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl,950,INR,2021-02-12,2021-08-22,6 Months,#f4f55c,Empty,,,
67-2204954,1257777,1775303,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet,950,INR,2023-06-29,2021-12-04,19 Months,#9b50a3,Empty,,,
78-0486922,1687945,1685070,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,1500,INR,2021-06-02,2021-12-17,7 Months,#8da2a8,Empty,,,
01-6863648,1513000,349462,sapien sapien non mi integer ac neque duis bibendum morbi non,950,INR,2022-05-21,2022-04-28,1 Months,#d37370,Empty,,,
85-6638333,1502591,516549,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,1500,INR,2020-12-01,2022-03-30,16 Months,#f3b66a,Empty,,,
59-3825704,1886102,1114478,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,950,INR,2020-05-08,2022-02-10,21 Months,#c9df08,Empty,,,
70-5997587,1597354,813418,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet,650,INR,2020-11-21,2020-10-11,1 Months,#d36e97,Empty,,,
69-8731905,1391760,2413067,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,350,INR,2022-08-15,2021-01-27,19 Months,#6f0b8d,Empty,,,
97-7668202,1883131,316803,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,1500,INR,2020-05-31,2021-10-03,16 Months,#4512a9,Empty,,,
83-4341005,1679090,1124044,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam,1500,INR,2023-03-26,2022-03-08,13 Months,#afde57,Empty,,,
22-8577969,1784512,1063384,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum,1500,INR,2022-12-01,2020-09-19,27 Months,#056778,Empty,,,
07-3619505,1326708,1993668,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,650,INR,2020-06-25,2021-01-11,7 Months,#ee5d64,Empty,,,
36-8590710,1443796,1181044,et tempus semper est quam pharetra magna ac consequat metus sapien ut,1500,INR,2020-09-28,2021-03-17,6 Months,#894453,Empty,,,
04-3572669,1862135,1940479,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at,1500,INR,2022-12-31,2020-02-13,35 Months,#767f4f,Empty,,,
95-7240549,1432788,2351173,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis,650,INR,2022-06-25,2021-05-03,14 Months,#59aff4,Empty,,,
46-9539042,1707666,826770,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id,650,INR,2020-05-15,2020-02-26,3 Months,#307cfb,Empty,,,
95-3791750,1349046,1106708,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,650,INR,2022-09-13,2021-02-23,19 Months,#3964d6,Empty,,,
27-0062815,1640552,1387957,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,950,INR,2020-11-13,2021-12-17,13 Months,#baf8c3,Empty,,,
31-0365987,1532989,115932,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum,950,INR,2021-08-20,2022-09-25,13 Months,#e94bd4,Empty,,,
70-4819520,1300927,2420513,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum,1500,INR,2021-08-01,2019-09-13,23 Months,#4e2fed,Empty,,,
27-6626186,1684799,849140,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,350,INR,2022-10-04,2020-12-06,22 Months,#f5b5e0,Empty,,,
88-8573991,1736925,1102743,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,650,INR,2022-11-03,2021-09-09,14 Months,#9697e8,Empty,,,
29-3201518,1156429,802045,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,1500,INR,2020-12-26,2020-02-11,11 Months,#3b87b2,Empty,,,
69-5297292,1495594,1618704,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra,1500,INR,2023-03-28,2020-01-27,39 Months,#02384e,Empty,,,
53-3290312,1732994,1862115,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,1500,INR,2023-01-11,2021-09-30,16 Months,#3aec88,Empty,,,
85-2066566,1532977,1699163,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,650,INR,2023-01-05,2022-04-11,9 Months,#537b39,Empty,,,
89-7678527,1452733,862516,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac,950,INR,2022-12-09,2020-04-24,32 Months,#40672a,Empty,,,
17-6855169,1304536,2181363,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum,950,INR,2023-06-20,2021-09-28,21 Months,#706a12,Empty,,,
