PartnerId,CustomerId,AssetId,DeviceId,DeviceType,Platform,ContentType,PremiumContent
26-7564896,1500594,87-5244626,5.37.182.68/24,mobile,sony liv,Comedy|Romance,NO
52-0537764,1462065,22-1754986,13.120.64.179/4,laptop,hotstar,Action|Sci-Fi,YES
13-0803287,1474361,62-2900804,211.172.123.154/15,tv,sony liv,Documentary,NO
95-2792309,1764990,71-2594264,190.90.152.198/22,tv,sony liv,Action|Sci-Fi,NO
32-7878853,1621121,77-0999336,169.37.219.201/20,mobile,sony liv,(no genres listed),NO
73-3999135,1365958,34-8870374,83.188.210.123/31,tv,sony liv,Drama,NO
69-5931463,1630681,53-1754187,211.63.213.103/14,tv,hotstar,Drama|War,YES
07-2456299,1448317,63-8637441,113.253.13.84/26,tv,hotstar,Comedy,YES
75-4587321,1744762,52-8761426,247.51.10.74/4,mobile,sony liv,Drama|Musical,NO
56-0163036,1655690,17-5798623,74.106.247.86/17,mobile,hotstar,Drama,YES
84-9882813,1210184,00-7268092,5.141.161.183/30,laptop,sony liv,Documentary,NO
65-7938931,1113231,90-0078556,106.11.26.58/5,tv,hotstar,Comedy,YES
72-2733470,1476817,38-4434474,221.210.134.174/14,mobile,hotstar,Documentary,YES
92-3361915,1143908,62-5398714,29.16.144.241/11,tv,hotstar,Documentary,YES
51-8643945,1239641,54-2942377,64.209.24.109/7,mobile,sony liv,Comedy|Drama,NO
76-5967079,1826580,48-0213255,19.215.15.3/10,mobile,hotstar,Crime|Drama|Mystery,YES
72-7082860,1826763,36-3532788,235.223.231.23/11,mobile,sony liv,Horror|Thriller,NO
94-9134260,1747933,48-5002789,50.127.241.124/11,mobile,sony liv,Drama,NO
07-1732116,1257777,98-7409250,105.71.174.212/21,mobile,sony liv,Adventure|Fantasy,NO
71-8313950,1687945,51-5882015,111.223.204.98/18,tab,hotstar,Drama|Film-Noir,YES
06-1057481,1513000,57-7890762,43.137.86.43/8,laptop,sony liv,Comedy,NO
72-5973761,1502591,22-2328025,222.208.32.68/29,tv,sony liv,Western,NO
16-8533299,1886102,06-7675193,49.117.183.144/28,tv,sony liv,Adventure|Animation|Children|Fantasy|Musical|Romance,NO
89-8340436,1597354,27-2344088,249.192.226.24/20,tab,hotstar,Drama|Romance,YES
40-1263343,1391760,49-6655887,152.149.159.133/29,laptop,sony liv,Adventure|Animation|Children|Comedy,NO
13-8787764,1883131,16-8936949,8.197.200.231/16,tv,sony liv,Comedy|Horror|Thriller,NO
51-5756939,1679090,36-5838217,235.106.63.199/9,tab,sony liv,Fantasy|Romance|Sci-Fi,NO
10-8770306,1784512,49-9177435,13.170.243.109/17,tv,sony liv,Drama|Romance,NO
34-5691354,1326708,80-0305188,26.107.211.37/16,tab,sony liv,Comedy|Drama|Romance,NO
13-6139931,1443796,78-0848191,91.131.79.96/25,tv,hotstar,Horror|Sci-Fi|Thriller,YES
43-0854829,1862135,02-6987475,12.175.86.119/9,tv,sony liv,Drama|Romance,NO
94-4733680,1432788,58-7415766,211.198.234.84/19,tv,sony liv,Comedy|Drama,NO
57-1381061,1707666,08-3851091,162.66.203.246/12,tv,hotstar,Drama,YES
78-6968069,1349046,10-6516442,242.114.144.13/3,tv,sony liv,Action|Sci-Fi,NO
32-1414252,1640552,01-1601854,67.7.194.28/30,tv,hotstar,Comedy|Documentary,YES
07-8466736,1532989,05-7096652,62.161.72.32/2,mobile,hotstar,Comedy|Drama,YES
32-0033962,1300927,51-8921718,151.162.165.173/5,mobile,sony liv,Comedy|Documentary,NO
42-5405401,1684799,03-3209692,200.30.71.250/4,tv,hotstar,Documentary,YES
20-5519219,1736925,83-2317357,147.248.21.129/12,tab,hotstar,Animation|Children|Comedy,YES
50-9416151,1156429,09-1090590,106.92.160.199/22,mobile,hotstar,Documentary,YES
09-6872238,1495594,96-6502177,136.188.43.142/11,mobile,sony liv,Adventure|Comedy|Fantasy|Musical|Romance,NO
67-0338937,1732994,66-9449396,165.63.37.187/12,tab,hotstar,Action|Comedy|Crime,YES
95-0123184,1532977,01-7739461,77.226.84.74/10,mobile,sony liv,Drama,NO
13-9033337,1452733,37-2212556,79.247.10.108/13,laptop,sony liv,Drama,NO
27-9835997,1304536,30-5811466,129.99.104.247/9,mobile,sony liv,Action|Drama|Romance,NO
79-1170516,1892638,95-0333057,234.205.84.176/11,mobile,hotstar,Action|Crime|Drama|Thriller,YES
16-7406497,1175174,96-6923018,102.58.220.166/10,tv,sony liv,Drama,NO
96-6383839,1360939,40-5755248,247.132.219.247/4,tv,sony liv,Drama,NO
53-9753161,1637887,86-4765762,86.45.23.174/23,tv,hotstar,Horror|Mystery|Thriller,YES
85-7794962,1126684,12-6882235,223.172.144.139/11,mobile,hotstar,Drama|Romance,YES
32-4690268,1476071,25-0424538,174.39.47.25/19,tab,hotstar,Comedy,YES
94-3892184,1764381,16-7259968,136.127.112.112/3,tab,hotstar,Action|Adventure|Drama,YES
88-0264463,1654707,34-0611150,112.210.146.15/6,mobile,sony liv,Musical,NO
72-8130256,1504819,21-3333438,154.74.66.102/27,tv,hotstar,Comedy,YES
91-5287720,1680877,35-3470184,105.99.10.92/6,mobile,hotstar,Animation|Comedy|Sci-Fi,YES
35-9525987,1439887,84-5590475,98.33.251.59/15,mobile,sony liv,Drama|Horror|Mystery|Thriller,NO
90-0922827,1237671,19-9684664,142.24.195.62/14,tv,sony liv,Comedy,NO
96-6494793,1352279,02-8007944,41.254.234.79/23,tv,hotstar,Drama|Western,YES
44-2545149,1409197,49-7418849,38.208.73.75/2,mobile,hotstar,Drama|Horror,YES
23-3408762,1448066,85-2773485,109.244.61.41/29,mobile,sony liv,Comedy|Musical,NO
79-9290667,1337177,99-9407061,129.45.185.12/21,mobile,hotstar,Drama,YES
85-1039923,1199661,63-9617453,249.4.117.202/23,mobile,sony liv,Action|Crime|Drama,NO
84-0400032,1483329,03-6638437,221.89.0.237/23,mobile,sony liv,Documentary,NO
64-2090625,1401525,51-4575581,143.97.154.117/26,mobile,sony liv,Documentary,NO
07-6161922,1869013,80-9966552,84.221.15.171/3,tv,sony liv,Documentary,NO
37-9442073,1611783,12-2563876,206.69.219.194/21,tv,hotstar,Comedy|Drama,YES
35-3148683,1837760,06-1056768,50.128.95.89/18,tab,sony liv,Documentary,NO
85-4736960,1844813,94-8605708,61.46.220.196/18,tv,hotstar,Drama,YES
40-6433545,1554792,95-3963646,237.236.154.166/17,tv,hotstar,Drama,YES
75-3416621,1771489,64-3197163,7.120.231.164/28,tv,sony liv,Comedy,NO
27-5263101,1241112,46-4918173,80.220.198.206/1,tv,hotstar,Action|Crime|Thriller,YES
30-2841039,1770970,17-9751709,4.9.13.63/13,mobile,sony liv,Documentary,NO
35-3311478,1373246,00-3679469,218.206.191.158/31,tv,hotstar,Action|Comedy,YES
91-9672676,1509620,46-0137321,117.243.183.181/1,tv,sony liv,Drama,NO
22-8438530,1142576,73-2640910,240.228.222.21/27,tab,sony liv,Action|Western,NO
70-0840280,1671068,35-6087850,85.192.145.18/13,mobile,hotstar,Documentary,YES
48-0389177,1538199,63-2294502,30.229.59.90/5,tv,hotstar,Documentary,YES
39-4031444,1482554,20-1840939,233.146.173.245/8,tv,sony liv,Animation|Children|Comedy|Musical,NO
88-1047164,1516876,99-4957066,154.176.109.90/3,tv,hotstar,Horror|Thriller,YES
98-4921860,1586174,76-2647102,15.87.181.76/31,mobile,hotstar,Comedy|Drama,YES
77-2143203,1168229,30-2886516,164.203.19.4/16,tv,sony liv,Action|Crime|Thriller,NO
22-9782705,1441925,20-8311779,21.112.199.81/22,tv,sony liv,Comedy|Drama|Musical,NO
99-6534598,1662345,83-9511910,20.78.234.191/4,mobile,sony liv,Comedy|Western,NO
65-0372583,1649933,15-5292007,237.187.234.251/21,tab,hotstar,Fantasy|Horror|Thriller,YES
91-2512252,1168468,40-7779319,13.133.135.201/28,tv,hotstar,Drama|Romance,YES
04-7471664,1875015,59-9941768,12.74.219.72/27,mobile,sony liv,Horror|Sci-Fi,NO
48-2092011,1273850,28-7646562,14.113.250.7/25,laptop,sony liv,Drama|Romance,NO
89-3777063,1345875,02-3027244,96.47.181.67/13,tv,sony liv,Drama|Mystery|Thriller,NO
27-0365169,1774355,09-3455654,2.132.63.209/21,tab,hotstar,Fantasy|IMAX,YES
20-3033966,1626519,32-1109350,1.178.133.23/3,tv,hotstar,Action|Crime,YES
38-1601194,1321826,95-5798715,138.49.137.178/16,mobile,sony liv,Drama|Thriller,NO
72-5007303,1412577,21-3838164,28.142.210.218/8,tab,sony liv,Crime|Thriller,NO
78-6308034,1514997,34-6081136,152.53.193.120/26,tab,hotstar,Western,YES
97-4871751,1209193,38-1947662,103.111.31.245/7,tv,hotstar,Drama|Thriller,YES
70-4646215,1656838,65-6961890,176.133.32.129/13,tv,hotstar,Comedy,YES
02-5373522,1381175,74-6198554,121.180.217.203/8,tv,sony liv,Adventure|Comedy|Horror,NO
41-6439111,1430426,69-6546310,166.177.185.185/5,mobile,sony liv,Drama|Film-Noir,NO
94-2455742,1776816,83-7742831,173.122.251.77/24,mobile,hotstar,Horror|Sci-Fi|Thriller,YES
24-2077042,1178282,98-3446615,10.128.72.167/13,mobile,sony liv,Action|Adventure|Animation|Sci-Fi,NO
29-3981076,1657898,40-1755650,193.85.167.177/26,mobile,hotstar,Drama,YES
24-0960737,1629275,62-7017382,200.148.89.112/12,tv,sony liv,Drama,NO
44-2210095,1846282,44-6381578,57.117.31.100/9,tv,sony liv,Documentary,NO
57-5215638,1607876,84-3674725,106.188.210.92/9,mobile,sony liv,Action|Horror|Sci-Fi,NO
09-5391721,1735719,73-8485707,91.14.134.251/2,tv,sony liv,Comedy|Documentary|Drama,NO
94-9301493,1516902,95-9616173,109.32.63.51/10,tv,sony liv,Documentary|Musical,NO
84-7772723,1127273,48-5589528,193.115.134.65/1,tv,sony liv,Drama,NO
71-3648307,1789670,07-8616801,90.100.222.118/2,tv,hotstar,Drama|Fantasy|Sci-Fi,YES
16-2426565,1215142,72-2226017,181.37.68.56/30,mobile,hotstar,Action|Crime|Mystery|Thriller,YES
17-6100367,1346719,40-2890386,110.231.87.129/20,mobile,hotstar,Horror,YES
83-7292094,1280395,30-8197519,53.50.100.60/8,tv,hotstar,Action|Drama,YES
80-0917944,1695246,61-3199400,119.35.26.71/28,mobile,hotstar,Drama,YES
78-0500651,1372926,90-6752936,21.117.175.73/28,mobile,sony liv,(no genres listed),NO
83-1726218,1314021,80-5334015,82.65.179.174/10,tab,sony liv,Drama,NO
16-0651860,1152616,41-7884135,123.79.69.147/28,tv,hotstar,Comedy,YES
84-6873857,1849511,62-6483507,168.176.64.165/14,tab,hotstar,Documentary,YES
70-2603720,1153145,51-3377978,19.237.34.122/12,mobile,hotstar,Drama,YES
82-9477014,1532256,47-7896182,42.163.179.71/13,tv,hotstar,Crime|Drama|Mystery,YES
33-6817639,1392809,82-1134516,170.113.74.244/1,tab,hotstar,Comedy,YES
01-9906387,1619368,30-9614379,200.45.227.20/7,laptop,sony liv,Horror|Sci-Fi|Thriller,NO
92-4391578,1133947,14-8584527,251.157.169.184/12,tv,sony liv,Documentary,NO
52-2405582,1169619,32-9565999,129.112.7.167/31,mobile,hotstar,Documentary,YES
84-0534414,1215207,39-1615668,206.224.164.177/31,tv,hotstar,Drama,YES
23-0624291,1349113,21-8376562,212.8.39.50/1,mobile,hotstar,Drama,YES
86-2476734,1188964,97-1105202,104.36.50.8/24,tv,sony liv,Drama|Romance,NO
60-3343994,1695402,91-6694270,171.232.65.242/8,tv,hotstar,Comedy|Crime,YES
42-1803894,1183707,84-2274034,44.5.98.213/8,mobile,hotstar,Drama,YES
97-3747100,1216943,34-7141391,37.32.58.246/27,mobile,sony liv,Crime|Drama|Romance,NO
74-8567769,1782832,64-7190528,32.2.67.196/24,mobile,sony liv,Action|Fantasy|Horror,NO
85-7124230,1892474,18-6167312,5.66.245.88/9,mobile,sony liv,Children|Drama,NO
00-5199735,1652800,88-3230837,38.147.92.127/4,tab,sony liv,Action|Adventure,NO
39-0440031,1643428,68-5621352,177.188.48.114/14,tv,sony liv,Adventure|Children|Fantasy|Musical,NO
71-8352687,1221330,23-9580308,221.190.37.234/1,tab,sony liv,Drama,NO
28-9905918,1106688,89-0143898,211.91.5.113/28,tv,hotstar,Horror|Thriller,YES
55-3521606,1264018,79-7341787,213.120.173.17/27,tv,hotstar,Western,YES
82-4464444,1412879,02-6829267,86.7.80.14/18,mobile,hotstar,Comedy|Musical|Romance,YES
05-3684438,1165210,28-0693897,155.102.104.35/12,tv,sony liv,Drama|Horror|Mystery|Thriller,NO
44-4279153,1399194,01-8308026,80.41.188.182/24,mobile,hotstar,Comedy|Drama|Romance,YES
58-0795877,1833657,03-6731509,213.113.74.94/17,tv,hotstar,Documentary|Musical,YES
61-6253271,1292645,25-0371612,182.143.172.13/24,tv,sony liv,Comedy|War,NO
76-8777415,1536162,86-6921733,77.7.185.155/29,mobile,sony liv,Adventure|Children|Fantasy,NO
97-7847413,1668971,41-8969395,76.217.170.42/24,mobile,hotstar,Comedy,YES
53-9369507,1216844,75-6839485,112.187.96.100/3,tv,hotstar,Horror,YES
32-1586545,1601024,62-7907214,230.81.217.52/25,tv,sony liv,Crime|Drama|Thriller,NO
89-3581388,1391686,23-3823818,144.8.173.186/30,mobile,hotstar,Drama,YES
69-6025609,1504217,40-2024213,76.49.163.254/22,tv,sony liv,Action|Comedy|Horror|Thriller,NO
41-0955795,1800745,31-4202584,218.250.200.136/29,tv,hotstar,Drama,YES
58-4920272,1282922,40-6124546,114.32.46.123/27,mobile,hotstar,Adventure|Drama,YES
42-7853129,1837579,87-0261749,51.71.7.219/17,tv,hotstar,Comedy,YES
60-9385442,1612689,48-4709429,253.111.55.198/20,tv,hotstar,Drama|Film-Noir,YES
56-5275913,1746834,07-4420987,224.244.158.51/25,tab,hotstar,Action|Drama,YES
32-5775556,1708009,15-2194622,44.62.56.178/5,tab,sony liv,Action|Drama|Sci-Fi|Thriller,NO
61-4058725,1331312,14-4689725,33.179.60.146/29,tab,sony liv,Comedy|Romance,NO
60-8533336,1621486,06-3525155,154.99.145.70/27,tab,hotstar,Drama,YES
71-3272807,1868234,21-7045890,100.14.1.39/25,tv,hotstar,Comedy,YES
67-5430628,1358207,89-0423259,224.122.101.63/25,tab,hotstar,Action|Crime|Thriller,YES
33-8025797,1888759,46-9561966,130.93.214.245/9,tv,hotstar,(no genres listed),YES
15-4837260,1239673,31-5628579,15.172.149.39/26,mobile,hotstar,Horror,YES
41-7217892,1691986,62-8132177,218.95.180.145/26,tv,hotstar,Comedy,YES
77-8186050,1298469,70-8260104,200.236.122.232/21,mobile,sony liv,Thriller,NO
93-3756555,1197388,80-9427240,23.35.134.98/30,tab,hotstar,Comedy|Drama|Fantasy,YES
12-6856018,1721124,69-9314446,27.218.255.147/27,tv,hotstar,Drama|Film-Noir|Mystery,YES
22-0106068,1462018,05-6773621,250.25.55.167/19,tv,sony liv,Drama|Romance,NO
70-9432019,1235848,20-5643953,3.39.91.196/19,mobile,sony liv,Comedy|Drama,NO
17-1172475,1714471,86-9118741,113.27.85.214/30,mobile,sony liv,Comedy,NO
41-9156847,1425297,10-9914243,24.167.146.151/18,tv,hotstar,Crime|Drama,YES
33-2519636,1325035,65-9903194,221.27.220.210/1,tv,hotstar,Drama,YES
88-5966351,1537731,80-6662305,147.50.150.235/9,tv,sony liv,Drama,NO
88-0030803,1175864,13-6399648,206.84.32.15/13,mobile,hotstar,Action|Crime|Drama|Thriller,YES
24-1368002,1278263,51-8703234,28.222.138.131/19,tv,hotstar,Action|Adventure|Sci-Fi|IMAX,YES
61-5831836,1700305,24-3540135,137.158.51.57/9,mobile,sony liv,Documentary,NO
17-1124676,1730881,69-9849987,122.124.103.116/15,mobile,sony liv,Comedy,NO
73-9778100,1687239,89-1314125,221.134.39.209/14,mobile,sony liv,Documentary,NO
98-9949850,1291883,41-8530986,9.173.29.81/7,tv,hotstar,Crime|Drama|Thriller,YES
90-5404123,1876616,13-1988756,197.70.1.145/15,tv,sony liv,Crime|Drama|Film-Noir,NO
00-2384001,1888544,37-4924398,105.83.8.241/23,tv,hotstar,Comedy|Musical,YES
00-5214815,1185509,59-0417022,68.249.29.219/13,tab,hotstar,Documentary,YES
35-3754011,1114818,81-7198697,144.221.119.221/27,mobile,hotstar,Comedy|Drama|Romance,YES
88-6684960,1410684,14-6249031,242.98.60.247/27,tv,sony liv,Comedy|Drama|Fantasy|Musical,NO
82-6253380,1129775,56-1360081,242.199.1.73/11,tv,hotstar,Drama,YES
47-3008256,1113703,80-9802267,143.58.251.254/24,tv,hotstar,Documentary,YES
18-9613787,1458796,50-7408916,155.81.177.129/14,mobile,sony liv,Adventure|Comedy|Fantasy,NO
48-8128604,1859102,03-7675734,43.70.176.220/21,laptop,sony liv,Crime|Drama|Thriller,NO
06-5063057,1105364,74-5559366,95.208.52.158/31,mobile,hotstar,Drama|Musical,YES
30-6663873,1552102,42-0598838,200.241.155.38/20,tv,hotstar,Action|Drama,YES
64-6310512,1768642,31-7760450,0.221.165.245/30,tv,sony liv,Drama,NO
85-2537886,1545112,15-1984936,116.243.118.108/28,tab,sony liv,Drama,NO
69-9114491,1617637,63-3072771,193.22.247.166/28,tab,hotstar,Animation|Children|Comedy,YES
92-0892976,1569484,93-0187838,212.126.164.199/30,tv,hotstar,Drama,YES
27-9429989,1372040,96-2215323,49.121.215.182/26,mobile,hotstar,Drama|Horror|Thriller,YES
58-1033012,1889303,04-4499200,8.3.174.170/27,mobile,hotstar,Drama|Romance,YES
55-6633054,1414229,09-7741790,103.150.219.6/16,tv,sony liv,Horror,NO
93-1557571,1251047,74-4091770,166.134.196.98/12,tab,hotstar,Comedy|Drama,YES
40-4266051,1755345,43-4418600,0.39.130.104/11,tv,sony liv,Comedy|Horror|Mystery|Sci-Fi,NO
99-5487161,1228039,60-2554144,192.65.215.59/25,tv,sony liv,Action|Drama,NO
07-2234061,1675569,57-1358196,67.237.48.185/3,laptop,hotstar,Drama,YES
10-7450222,1258889,19-3858522,169.236.114.211/25,tab,sony liv,Comedy|Drama,NO
67-9561902,1873693,02-9475519,129.187.252.201/12,tv,hotstar,Action|Crime|Thriller,YES
75-7430155,1513715,45-4247912,117.125.240.93/20,tv,hotstar,Drama,YES
78-2936759,1609859,95-8464322,94.204.85.218/1,tv,sony liv,Adventure|Animation|Sci-Fi,NO
61-4192872,1867602,40-7406696,0.102.188.104/13,tv,sony liv,Action|Crime|Drama|Thriller,NO
23-4247218,1631439,83-0989144,210.165.31.200/21,tv,sony liv,Comedy,NO
61-4525411,1739359,61-0547593,32.248.95.39/11,tab,sony liv,Drama,NO
43-9656729,1487299,04-8621084,150.93.192.59/21,mobile,hotstar,Drama|Thriller,YES
04-7982179,1713111,84-0921793,223.211.10.176/4,mobile,hotstar,Drama,YES
27-9970628,1207751,65-5627320,232.83.158.253/18,tab,hotstar,Documentary,YES
31-2824893,1848913,26-4684973,92.165.11.156/11,mobile,hotstar,Action|Thriller,YES
90-1344586,1366939,13-4210390,2.53.43.73/19,tv,hotstar,Comedy,YES
28-2296451,1109861,61-0791756,212.181.154.252/4,tv,hotstar,Comedy,YES
76-3410012,1662902,71-8494887,23.115.164.80/16,tv,sony liv,Drama,NO
87-7287787,1434140,62-7574850,12.166.61.77/28,tab,hotstar,Horror|Sci-Fi,YES
93-7656021,1310244,01-1623673,102.62.25.82/23,mobile,sony liv,Documentary,NO
24-2142857,1455390,65-6790584,15.19.87.210/8,mobile,hotstar,Comedy|Romance,YES
93-9052836,1436351,51-0646743,233.233.13.180/17,tv,sony liv,Action|Comedy|Sci-Fi|Thriller,NO
33-2937097,1771663,13-3700058,192.139.197.228/29,tab,hotstar,Comedy|Drama,YES
30-6412863,1646485,34-5668937,86.186.109.187/19,mobile,hotstar,Drama,YES
86-0043651,1113817,35-5109450,104.174.29.7/7,tv,hotstar,Comedy|Drama|Fantasy,YES
25-9806441,1834364,40-8312606,67.123.67.250/12,tv,hotstar,Drama,YES
26-5675784,1170672,53-6678692,163.114.17.203/13,tv,sony liv,Comedy,NO
64-6790483,1300764,51-8060570,174.98.207.129/27,tab,hotstar,Action,YES
13-6802953,1725992,20-3694360,171.47.153.233/7,tv,hotstar,Drama|Horror|Mystery|Thriller,YES
86-0331600,1864186,41-1956116,39.68.95.14/29,mobile,hotstar,Drama,YES
87-1328820,1596340,05-2719409,203.70.67.174/25,tv,sony liv,Crime|Drama|Thriller,NO
95-0751367,1226103,76-5354253,192.25.75.10/22,tv,hotstar,Action|Crime|Thriller,YES
23-9499356,1225173,04-4324386,149.168.220.187/4,tab,sony liv,Crime|Drama,NO
02-9128332,1632164,54-6072611,80.152.237.252/1,mobile,sony liv,Drama,NO
59-3433540,1227188,66-9047736,38.204.69.98/28,tv,sony liv,Comedy|Crime|Drama|Romance,NO
19-4985930,1529209,29-6771708,253.245.131.189/17,tv,hotstar,Action|Crime|Mystery|Thriller,YES
82-4990200,1324304,57-4239084,128.181.171.43/28,tv,sony liv,Drama|Horror,NO
22-3111479,1331183,42-2542084,26.113.6.66/19,mobile,sony liv,Comedy,NO
07-3553541,1296225,10-4095786,115.146.76.110/13,tv,sony liv,Sci-Fi,NO
59-9531542,1527920,11-8534031,157.241.149.140/30,tv,hotstar,Children|Comedy,YES
39-8426349,1319710,44-4894892,138.143.147.133/13,tab,hotstar,Drama,YES
48-8093062,1649832,17-2037823,131.193.206.117/7,mobile,hotstar,Action|Adventure|Fantasy|Thriller,YES
72-7326660,1282362,84-5460506,209.158.211.195/12,tv,sony liv,Comedy,NO
60-3300325,1148187,58-0757490,184.156.91.146/17,laptop,hotstar,Drama|Fantasy,YES
49-3451987,1609255,61-2491451,160.35.236.138/30,tv,sony liv,Documentary,NO
99-8813039,1752833,76-5489258,144.108.154.115/24,tv,hotstar,Comedy|Thriller,YES
87-9828834,1865216,64-7711779,115.6.74.122/10,tv,hotstar,Comedy|Drama|Romance,YES
07-8587740,1313830,17-6604165,104.214.135.46/5,tv,hotstar,Comedy|Musical,YES
22-2986310,1731499,12-7149844,231.123.122.110/6,tab,sony liv,Crime|Drama|Thriller|War,NO
77-1020400,1209302,25-1192481,70.227.126.81/22,tv,hotstar,Drama,YES
31-7266947,1714483,14-0898797,172.208.30.141/5,tv,hotstar,Drama|Romance,YES
35-3961999,1237910,73-8866509,126.115.48.54/18,mobile,sony liv,Comedy|Fantasy|Romance,NO
19-9065628,1132898,51-3989409,22.157.106.123/11,mobile,sony liv,Horror,NO
68-0965626,1775542,26-7674358,136.176.5.88/2,tv,hotstar,Drama,YES
59-1761402,1591350,20-0120555,115.237.200.228/30,tv,hotstar,Animation,YES
94-4778102,1398582,18-9695217,92.132.46.186/14,tv,hotstar,Documentary,YES
03-5025689,1596230,46-7258855,0.152.243.86/12,mobile,hotstar,Comedy,YES
62-3359264,1785162,68-1645004,12.225.109.37/3,mobile,hotstar,Adventure|Children|Fantasy|Sci-Fi,YES
52-4940253,1157193,54-5167918,220.198.35.48/12,mobile,sony liv,Documentary,NO
71-8759187,1192570,09-6792381,34.55.212.49/14,tab,hotstar,Drama|Romance,YES
90-4490311,1710864,74-7123026,180.149.176.139/14,tab,sony liv,Animation,NO
38-4231745,1566750,94-7172936,121.63.138.1/9,tv,hotstar,Action|Adventure|Comedy|Drama,YES
18-7639059,1902547,23-8526771,118.213.21.11/10,tv,hotstar,Comedy,YES
06-4770519,1759209,76-2061260,5.104.93.64/1,tv,hotstar,Drama|Thriller,YES
23-8415521,1808244,05-3206800,44.159.73.121/9,mobile,sony liv,Drama|Romance,NO
41-8745968,1201646,04-8400479,124.245.177.203/18,tv,hotstar,Comedy|Romance,YES
80-7665391,1607767,87-4191255,181.180.153.173/2,mobile,sony liv,Animation|Children|Comedy,NO
30-5194945,1330120,21-1831026,201.147.190.193/3,mobile,sony liv,Action,NO
91-3393093,1326318,14-2432868,165.40.151.255/25,tv,sony liv,Drama,NO
32-7654457,1374670,92-1216177,0.207.218.41/3,tab,hotstar,Crime|Drama|Thriller,YES
18-4198377,1524976,54-4906742,72.228.234.176/25,tv,hotstar,Drama,YES
57-0566376,1883700,76-3714254,157.245.154.100/24,tv,hotstar,Comedy|Musical,YES
39-6076002,1269924,74-1428087,24.94.20.219/24,laptop,hotstar,Horror|Mystery|Sci-Fi|Thriller,YES
76-1696791,1597065,52-3365450,237.65.17.8/8,mobile,hotstar,Comedy|Crime|Musical,YES
08-4958333,1324619,49-3937736,22.50.108.88/5,mobile,hotstar,Drama,YES
88-5761975,1215860,85-7898283,10.191.21.86/31,tv,hotstar,Adventure|Comedy,YES
09-2493964,1425802,28-2726136,248.46.80.124/19,tv,sony liv,Drama,NO
98-6517501,1777992,03-0366923,26.81.168.180/13,tv,sony liv,Documentary,NO
99-4486635,1881691,42-5555529,99.203.10.138/14,mobile,hotstar,Thriller,YES
59-9502178,1378093,16-1063914,154.24.90.67/19,tv,hotstar,Action|Adventure|Children|Comedy|Fantasy,YES
04-8423212,1636229,14-8302729,244.69.60.175/7,tv,hotstar,Action|Fantasy|Sci-Fi|Thriller|War,YES
36-5448557,1578419,38-0542630,13.188.191.81/19,tv,hotstar,Action|Comedy|Drama,YES
32-9505056,1860396,76-7220846,164.19.131.28/26,tv,sony liv,Comedy|Drama|Horror,NO
19-7013306,1624943,15-2346815,52.93.246.218/18,mobile,hotstar,Adventure|Fantasy|Romance,YES
03-4983489,1620731,04-9209566,4.67.137.247/15,tab,hotstar,Sci-Fi|Thriller,YES
35-7407902,1562605,86-8649940,122.190.161.42/30,tv,sony liv,Drama,NO
67-9550401,1465475,64-7859203,248.52.174.7/25,tv,hotstar,Drama|Musical,YES
21-2369420,1321302,20-2806568,37.177.12.74/18,mobile,hotstar,Drama|Romance,YES
05-3325946,1396513,65-2487639,27.244.208.73/14,tv,hotstar,Drama|War,YES
83-6210271,1612911,06-4858928,178.191.174.45/17,tv,sony liv,Crime|Film-Noir|Thriller,NO
82-6361859,1714860,87-6542582,32.146.245.184/11,tv,hotstar,Comedy,YES
36-4906237,1566194,75-4612139,225.67.0.102/14,mobile,hotstar,Action|Comedy|Sci-Fi,YES
89-7415861,1851627,55-4063777,124.6.35.36/19,tab,sony liv,Drama|War,NO
56-4259992,1207853,46-9851307,35.94.65.102/8,mobile,sony liv,Romance,NO
15-4326865,1891556,84-8009001,215.165.102.19/23,tv,hotstar,Comedy|Romance,YES
41-7838340,1295527,04-0617089,26.240.222.38/2,tv,hotstar,Drama|Thriller,YES
57-8757552,1184172,04-0860407,199.89.80.62/29,tv,sony liv,Drama|Mystery,NO
87-3047645,1121429,06-9715275,121.21.161.12/25,tv,sony liv,Comedy,NO
38-8610649,1163715,18-5724625,173.47.118.103/23,tab,hotstar,Children|Comedy,YES
95-5842130,1851827,01-0186945,210.78.197.82/31,tab,hotstar,Musical,YES
13-1078766,1175107,75-0240714,69.31.114.129/24,tv,hotstar,Crime|Drama|Romance,YES
79-3483139,1262341,43-4906477,199.247.239.8/15,tv,sony liv,Crime|Drama,NO
28-9220886,1847909,26-4426576,56.186.6.199/26,tv,hotstar,Comedy,YES
53-6102784,1627071,31-1693264,95.10.109.142/3,tv,hotstar,Children|Fantasy,YES
03-8761173,1501276,43-8181581,182.30.2.205/24,tv,sony liv,Horror|Sci-Fi,NO
03-7177343,1300945,59-0665271,215.83.125.110/28,tv,hotstar,Comedy,YES
86-0263440,1467259,07-8209238,152.57.187.145/21,tv,hotstar,Drama,YES
33-3498949,1621154,25-9743422,151.240.157.155/20,tv,hotstar,Drama|Romance,YES
16-4556648,1546272,06-2095278,128.214.21.89/26,tv,hotstar,Western,YES
24-0578782,1223571,62-0922780,125.137.86.62/6,tv,hotstar,Children|Comedy|Musical,YES
