UserId,EventType,SessionStart,Timezone,Subscribed,Platform,PartnerId,ApplicationVersion,Location,Hardware,OperatingSystem,PremiumContentType,NetworkType,ConnectionSpeed,VideoType,PlayerName,PlayerVersion,ContentFormat,DRM,CDN,DeliveryProtocol,Playing_rate,StartingBitrate,Video_resolution,Start_position,End_position,DeviceId,Video_position,Duration
alexawolfe,pause,2021-01-11 08:56:26,Asia/Baghdad,FALSE,FireTV,hotstar,6.2,Dibrugarh,FireTV,Android,Yes,Mobile,4.546904832,Movie,,,DASH,Widevine,Cloudfront,Cloudfront,,5.3,1080p,00:31,02:14,610wQ-J13B3-6W4pA-lV2hN,01:39,4057
jacqueline44,skip,2021-10-26 04:13:06,Asia/Brunei,FALSE,Android,sonyliv,1.2,Ichalkaranji,Android TV,Android,Yes,DSL,96.09582965,Movie,,,DASH,Widevine,Akamai,Cloudfront,,8,480p,00:32,02:39,965Sh-b40z4-2v6VK-qX0rK,01:27,3292
marcus94,stop,2021-07-18 19:35:57,Asia/Dhaka,TRUE,FireTV,hotstar,3.5,Sri Ganganagar,FireTV,Android,No,Mobile,85.62836469,Documentary,,,DASH,Widevine,Cloudfront,Akamai,,7,1080p,01:03,01:23,583Ys-p97P6-1Y6bA-ae0ag,01:20,994
robert99,play,2021-09-04 04:22:49,Africa/Casablanca,TRUE,Android,sonyliv,4.3,Firozpur,Android Phone,Android,No,Mobile,13.40346723,Documentary,,,HLS,Widevine,Akamai,Akamai,,8.5,480p,00:52,01:07,554gG-O77V5-4d3dV-MB7Mk,00:52,6
melanieclark,pause,2021-01-06 09:42:22,Europe/Oslo,FALSE,Android,sonyliv,5.4,Guntakal,Android TV,Android,Yes,Mobile,50.22934665,Series,,,HLS,PlayReady,Akamai,Cloudfront,,5.3,1080p,00:08,00:20,173AT-a02i5-7m3aS-Cw2XU,00:10,124
garyjones,pause,2021-07-31 22:24:47,Pacific/Fiji,FALSE,iOS,hotstar,5.9,Udupi,Apple TV,iOS,Yes,Mobile,5.876369414,Documentary,,,DASH,PlayReady,Akamai,Akamai,,5,480p,00:31,01:20,564yK-J85T4-0S5Lj-IW7MT,01:06,2120
tina31,stop,2021-09-30 16:26:17,Europe/Vaduz,TRUE,iOS,hotstar,1.8,Kalyan-Dombivli,iPad,iOS,No,Mobile,77.19751417,Documentary,,,DASH,PlayReady,Akamai,Akamai,,5.8,720p,01:00,01:14,399uw-R88O5-8z7Dx-Ux2XG,01:01,53
reevesantonio,stop,2021-08-12 15:02:16,Asia/Tbilisi,TRUE,iOS,hotstar,4.2,Pudukkottai,iPhone,iOS,Yes,Mobile,0.1317758376,Movie,,,HLS,Widevine,Akamai,Cloudfront,,7.6,720p,01:06,02:57,433uc-X96r2-8n0Vp-lJ2eF,02:28,4947
katie56,pause,2021-01-13 13:35:31,Australia/Sydney,TRUE,Android,sonyliv,4.6,Thanjavur,Android TV,Android,Yes,DSL,25.02742708,Series,,,HLS,PlayReady,Akamai,Akamai,,8.8,720p,00:33,00:41,175JO-Y45E1-6U7Do-qd6xJ,00:33,30
robrien,play,2021-10-04 10:46:38,Europe/Podgorica,FALSE,FireTV,sonyliv,4.6,Bangalore,FireTV,Android,No,DSL,47.59094099,Documentary,,,DASH,Widevine,Cloudfront,Cloudfront,,7.6,4K,00:46,01:25,867GB-L49c6-0I7Ow-tI6qT,01:12,1559
brent19,skip,2021-10-25 14:26:50,Africa/Mbabane,FALSE,FireTV,hotstar,1.1,Karawal Nagar,FireTV,Android,No,Mobile,50.70987597,Series,,,DASH,Widevine,Cloudfront,Akamai,,7.5,720p,00:43,00:55,114tu-I60W8-7N3iC-YH3HB,00:46,179
pthompson,play,2021-10-27 07:22:30,America/Caracas,TRUE,iOS,sonyliv,4.9,Bilaspur,Apple TV,iOS,Yes,DSL,93.11255637,Series,,,DASH,PlayReady,Akamai,Akamai,,8.7,480p,00:04,00:21,952YD-l56H2-8x5vr-Mt5hc,00:13,552
chrisjohnson,skip,2021-05-03 08:18:21,Africa/Malabo,TRUE,iOS,hotstar,6.2,Hyderabad,iPad,iOS,Yes,DSL,81.32162085,Movie,,,DASH,PlayReady,Cloudfront,Cloudfront,,8.2,2K,01:33,01:58,369ss-b91u7-1z7Pv-kL2QI,01:49,931
duranvanessa,play,2021-02-06 07:30:01,Europe/Budapest,TRUE,Android,sonyliv,5.1,Begusarai,Android Phone,Android,Yes,Mobile,44.65180314,Movie,,,HLS,PlayReady,Akamai,Akamai,,8.7,720p,00:41,03:02,160PV-d83J2-9x5cT-rX7Qd,01:46,3928
scisneros,stop,2021-03-03 09:27:46,Africa/Addis_Ababa,TRUE,FireTV,hotstar,3.7,Kolkata,FireTV,Android,Yes,Mobile,73.05675734,Series,,,DASH,PlayReady,Akamai,Akamai,,6.9,720p,00:25,00:57,235oJ-P63A5-3k3MW-RC1TM,00:46,1297
carolyn06,stop,2021-06-26 19:47:04,America/Argentina/Catamarca,FALSE,iOS,hotstar,3.5,Thrissur,iPhone,iOS,No,DSL,44.15662364,Movie,,,HLS,Widevine,Cloudfront,Akamai,,7.2,480p,01:13,01:57,264xq-W84j4-3j7Un-tS2rU,01:28,905
thomas74,play,2021-07-31 08:25:28,Africa/Ceuta,FALSE,iOS,sonyliv,2.7,Thiruvananthapuram,iPad,iOS,Yes,Mobile,73.8587229,Documentary,,,HLS,Widevine,Akamai,Akamai,,5.1,480p,00:40,01:17,093QD-H92B3-0M2Kh-cP7Pf,00:44,214
heather58,pause,2021-08-30 02:19:54,Europe/Skopje,TRUE,Browser,hotstar,3.9,Morena,PC/Laptop,Windows,Yes,DSL,62.40177895,Documentary,,,HLS,Widevine,Cloudfront,Akamai,,8.8,2K,00:20,01:11,996MW-b29Q1-7p2dx-De6wB,00:35,896
kyleparks,skip,2021-01-08 13:18:40,Africa/Kigali,FALSE,iOS,hotstar,2.1,Mehsana,iPad,iOS,Yes,DSL,29.46684026,Documentary,,,DASH,PlayReady,Akamai,Cloudfront,,10,720p,00:49,01:14,571eP-N02p5-6K6lU-PY1tv,00:59,558
greenluke,stop,2021-02-18 10:37:19,Africa/Banjul,FALSE,Browser,sonyliv,3.1,Asansol,PC/Laptop,MacOS,No,DSL,51.96041648,Documentary,,,DASH,Widevine,Cloudfront,Akamai,,5.9,480p,01:21,01:22,028Zu-N58R5-9y5JK-pj7lu,01:21,41
sarah01,skip,2021-08-05 17:09:32,Africa/Algiers,FALSE,iOS,sonyliv,1.4,Adoni,iPhone,iOS,No,Mobile,73.2278966,Movie,,,DASH,Widevine,Akamai,Cloudfront,,6.3,480p,00:25,01:51,286Dj-m79U7-4I0Aj-Ta5xr,00:55,1803
jackie83,stop,2021-10-26 15:54:27,Asia/Ashgabat,FALSE,Browser,sonyliv,5.4,Amaravati,PC/Laptop,Windows,Yes,Mobile,1.987820657,Series,,,HLS,Widevine,Akamai,Cloudfront,,8.2,480p,00:12,00:40,365hv-o46s8-2m3iW-EE0zh,00:25,796
gonzalezjonathan,pause,2021-08-20 06:18:46,America/Dominica,TRUE,FireTV,sonyliv,6,Bahraich,FireTV,Android,Yes,DSL,56.4703604,Movie,,,DASH,PlayReady,Akamai,Akamai,,6,720p,01:33,02:03,593lR-W99f7-8l2Ph-Tv3UY,01:46,801
mariawhite,stop,2021-01-11 17:30:02,Asia/Taipei,TRUE,Android,hotstar,3.9,Chandigarh,Android TV,Android,No,Mobile,93.63145527,Movie,,,HLS,PlayReady,Akamai,Akamai,,5.8,480p,02:58,02:59,759oT-n82G5-2Z3GD-xp6ie,02:59,43
anthony27,skip,2021-02-15 06:19:21,Africa/Mogadishu,TRUE,Android,sonyliv,4.9,Mehsana,Android TV,Android,Yes,DSL,62.60130647,Documentary,,,DASH,PlayReady,Cloudfront,Cloudfront,,7.1,480p,00:36,01:10,405Kl-a31E0-8O9GH-UP9jK,00:58,1333
wilsonjoseph,play,2021-10-04 10:25:10,Europe/Rome,TRUE,Android,hotstar,6.6,Tiruppur,Android TV,Android,No,Mobile,18.98236417,Series,,,HLS,Widevine,Cloudfront,Cloudfront,,8.1,2K,00:47,00:49,692Gg-B56u2-8H7AQ-Xn6Ud,00:48,48
yfuller,play,2021-09-13 08:49:46,Europe/Sofia,TRUE,Android,hotstar,4,Ajmer,Android TV,Android,No,Mobile,38.24375419,Movie,,,DASH,Widevine,Cloudfront,Akamai,,8.3,480p,02:38,03:11,142OW-F68A4-2r9mm-di2Nk,02:56,1088
christianstevens,stop,2021-10-30 05:21:45,America/Paramaribo,TRUE,FireTV,hotstar,2.4,Udupi,FireTV,Android,No,DSL,26.26923083,Series,,,HLS,Widevine,Akamai,Cloudfront,,7.2,480p,00:25,00:59,678tL-H53R0-9n2xs-wn1zZ,00:28,235
nlawrence,pause,2021-05-15 02:17:55,Europe/Vienna,FALSE,FireTV,hotstar,3.6,Amritsar,FireTV,Android,Yes,Mobile,0.2137718369,Movie,,,HLS,Widevine,Cloudfront,Akamai,,8.7,720p,00:59,01:47,260ZU-E07p9-0H0io-Ir5Vx,01:42,2584
davidlowe,skip,2021-06-30 07:00:36,Asia/Aden,FALSE,FireTV,sonyliv,3.9,Karawal Nagar,FireTV,Android,Yes,DSL,63.76847222,Documentary,,,DASH,PlayReady,Akamai,Cloudfront,,6.5,480p,00:40,01:01,769nt-e51t4-6T3Gu-xX9DL,00:49,555
susanwoods,play,2021-08-25 13:32:56,Asia/Tbilisi,FALSE,FireTV,hotstar,2.1,Khammam,FireTV,Android,No,Mobile,20.4697055,Documentary,,,DASH,PlayReady,Cloudfront,Akamai,,9.4,480p,00:18,01:08,829qK-y05h4-3T9FL-pD4Kt,00:24,391
davidsonshannon,play,2021-08-06 00:20:22,Asia/Baghdad,TRUE,FireTV,sonyliv,4,Panchkula,FireTV,Android,Yes,DSL,56.81221374,Movie,,,HLS,PlayReady,Cloudfront,Cloudfront,,7.4,720p,01:31,02:16,579Kq-d17H0-1Q0nU-Vv5LJ,01:59,1722
pjones,stop,2021-10-12 08:28:35,Asia/Yerevan,TRUE,iOS,sonyliv,3.4,Satara,iPad,iOS,No,DSL,33.32608174,Series,,,HLS,PlayReady,Akamai,Akamai,,8.4,1080p,00:42,00:52,865tR-K10f2-5I5fQ-Hh9EV,00:44,122
jermainewallace,stop,2021-09-22 16:58:37,Asia/Kuwait,TRUE,Browser,sonyliv,3,Orai,PC/Laptop,MacOS,No,DSL,19.81772046,Documentary,,,HLS,PlayReady,Cloudfront,Akamai,,9.4,720p,00:47,01:27,198aX-n49n4-9j7qW-sD1hJ,00:47,32
ashleylozano,play,2021-05-12 23:18:38,Atlantic/Reykjavik,FALSE,iOS,hotstar,5.4,Navi Mumbai,iPad,iOS,Yes,Mobile,76.36740514,Documentary,,,DASH,Widevine,Cloudfront,Cloudfront,,7.6,2K,01:04,01:13,284IQ-n79G5-2g5QQ-Le9OC,01:11,419
blakewilliam,stop,2021-03-21 23:49:43,Asia/Phnom_Penh,TRUE,Android,hotstar,6,Mohali,Android TV,Android,Yes,DSL,21.62088193,Movie,,,HLS,Widevine,Akamai,Cloudfront,,5,720p,00:18,02:18,409YR-j44J7-2j5Uu-Tz5EP,01:31,4408
greenlindsay,pause,2021-09-05 02:29:20,Europe/Rome,TRUE,Android,sonyliv,3.1,Pathankot,Android Phone,Android,Yes,DSL,52.97937043,Movie,,,DASH,PlayReady,Akamai,Akamai,,6.4,480p,00:34,02:58,104dB-Q79r8-8d3sL-YD0Nt,01:09,2146
abryant,pause,2021-01-15 14:09:59,Africa/Maseru,TRUE,Browser,sonyliv,3.7,Suryapet,PC/Laptop,Windows,Yes,Mobile,90.06214084,Movie,,,DASH,PlayReady,Cloudfront,Cloudfront,,8.7,480p,02:02,03:14,066EQ-O33b2-6a3kl-Wl3OV,03:14,4310
brad11,skip,2021-05-31 20:43:16,Africa/Porto-Novo,TRUE,iOS,sonyliv,2,Guwahati,Apple TV,iOS,No,DSL,1.433823257,Movie,,,DASH,Widevine,Akamai,Cloudfront,,9.2,720p,00:52,02:38,637xE-o01T7-6d6vt-mP5az,01:11,1185
rcampbell,play,2021-04-25 01:30:21,Australia/Lord_Howe,TRUE,Android,hotstar,4.3,Pali,Android Phone,Android,No,Mobile,11.98779499,Documentary,,,HLS,PlayReady,Cloudfront,Akamai,,9.7,480p,00:00,01:04,531zl-i97z3-7t7Ad-OM5zL,00:35,2068
rose31,play,2021-05-29 03:08:27,Asia/Kashgar,FALSE,FireTV,hotstar,2.5,Kanpur,FireTV,Android,No,DSL,73.17852838,Documentary,,,DASH,Widevine,Akamai,Cloudfront,,7.6,480p,01:26,01:27,174TD-R41i5-9E8QH-Kg7wi,01:26,0
jenniferstafford,play,2021-08-09 19:48:45,America/Tegucigalpa,FALSE,Browser,hotstar,2.3,Mira-Bhayandar,PC/Laptop,MacOS,No,Mobile,75.1235765,Series,,,HLS,Widevine,Akamai,Akamai,,5.5,2K,00:30,00:47,429HA-W74O9-4T8Tu-Rf9xC,00:40,635
garrettdavid,skip,2021-01-24 21:55:50,Europe/Kiev,FALSE,Browser,sonyliv,2,Firozabad,PC/Laptop,Windows,Yes,Mobile,89.60927739,Series,,,HLS,Widevine,Cloudfront,Cloudfront,,9.9,480p,00:44,00:54,592Rr-M00q0-6G1qH-Kc5Td,00:53,514
ramirezwesley,pause,2021-08-22 02:25:24,Europe/Vaduz,TRUE,Browser,sonyliv,3.8,Uluberia,PC/Laptop,MacOS,Yes,Mobile,45.60070536,Movie,,,HLS,PlayReady,Cloudfront,Akamai,,8.2,480p,02:10,02:16,970le-t04R0-0a5AA-oV7KO,02:12,112
houstonjuan,stop,2021-08-23 12:39:21,Asia/Nicosia,FALSE,Browser,sonyliv,4.3,Sasaram[28],PC/Laptop,Linux/Unix,Yes,DSL,64.4841201,Series,,,HLS,Widevine,Cloudfront,Cloudfront,,8.3,720p,00:40,00:41,370SN-R39J4-0h2VH-bR4YS,00:40,21
sethconrad,skip,2021-01-01 19:38:54,Europe/Belgrade,FALSE,iOS,sonyliv,3.7,Amravati,iPad,iOS,No,DSL,68.27191717,Movie,,,HLS,PlayReady,Cloudfront,Cloudfront,,8.3,720p,01:37,02:14,737YS-h78o8-4H9oD-oD1Jh,01:42,267
larry92,stop,2021-09-16 03:56:17,Europe/Belgrade,FALSE,FireTV,hotstar,2.5,Jamnagar,FireTV,Android,Yes,Mobile,31.66431185,Documentary,,,DASH,Widevine,Akamai,Akamai,,7.7,480p,00:26,01:27,630wg-f54A6-4v7Pj-VK4Iy,00:51,1478
rhondaanderson,skip,2021-08-31 14:37:00,America/Panama,FALSE,iOS,hotstar,1.5,Bhopal,iPhone,iOS,Yes,DSL,70.61108696,Series,,,HLS,Widevine,Cloudfront,Akamai,,6.2,480p,00:36,00:38,896Of-t49g6-4f2Bf-rQ5BF,00:37,51
bridgesjacob,play,2021-01-11 21:56:40,Africa/Windhoek,TRUE,FireTV,hotstar,6,Latur,FireTV,Android,No,Mobile,81.53807244,Series,,,DASH,PlayReady,Akamai,Cloudfront,,8,480p,00:37,00:39,283EC-p58i4-0P5io-bE9jv,00:37,42
jacquelinesmith,stop,2021-08-23 11:01:07,Asia/Brunei,FALSE,Browser,hotstar,4.2,Vadodara,PC/Laptop,Linux/Unix,No,Mobile,94.77920056,Documentary,,,HLS,PlayReady,Akamai,Akamai,,7.3,480p,00:29,01:10,830Id-M05k5-1G1Xf-bw3MJ,00:56,1586
umontes,skip,2021-09-14 12:41:16,Africa/Lagos,FALSE,Browser,sonyliv,6.3,Danapur,PC/Laptop,Windows,Yes,DSL,1.67495418,Series,,,DASH,Widevine,Akamai,Akamai,,8.6,1080p,00:11,00:46,243Ev-F72p3-9O2gD-fq6we,00:20,573
kduncan,pause,2021-10-30 15:11:28,Europe/Tallinn,TRUE,iOS,sonyliv,3.8,Nashik,iPad,iOS,Yes,DSL,36.52490591,Movie,,,DASH,PlayReady,Cloudfront,Akamai,,9.5,4K,01:51,02:38,120iB-q62p7-2j0Su-uh5NO,02:38,2771
lbaldwin,pause,2021-05-21 09:25:59,America/Mazatlan,TRUE,iOS,sonyliv,2.5,Darbhanga,iPhone,iOS,Yes,DSL,43.20710437,Movie,,,DASH,PlayReady,Akamai,Akamai,,9.8,1080p,00:45,02:22,627Wf-Z47Y5-8O3vG-BB3ep,01:41,3413
cfleming,pause,2021-02-25 16:44:08,Europe/Istanbul,TRUE,iOS,hotstar,2.8,Rohtak,iPad,iOS,No,DSL,94.41150202,Documentary,,,HLS,Widevine,Cloudfront,Cloudfront,,6.5,480p,00:31,01:28,506wy-M96u6-0w1ja-Qj8Pd,01:05,2075
thomasvargas,stop,2021-01-07 22:00:09,Asia/Hebron,TRUE,FireTV,sonyliv,6,Davanagere,FireTV,Android,No,DSL,43.01958118,Series,,,DASH,Widevine,Cloudfront,Akamai,,9.8,4K,00:15,00:41,330TW-F72d9-8e7rW-WK3ES,00:22,467
andreajones,skip,2021-08-23 18:15:16,Asia/Muscat,TRUE,iOS,sonyliv,5.2,Mahbubnagar,Apple TV,iOS,Yes,DSL,73.37984195,Series,,,HLS,Widevine,Akamai,Cloudfront,,5.4,1080p,00:23,00:44,044zf-N40k2-2g7dz-bo3eV,00:27,205
woodwardpaul,skip,2021-04-11 20:47:41,Europe/Malta,TRUE,Browser,hotstar,2.5,Uzhavarkarai,PC/Laptop,MacOS,No,Mobile,6.243045608,Documentary,,,DASH,Widevine,Cloudfront,Cloudfront,,5.1,2K,00:01,01:15,303ri-o56x5-4M4OU-fa0CB,00:01,5
aliciacruz,pause,2021-02-28 06:39:07,America/Santo_Domingo,FALSE,Android,sonyliv,3.5,Ambattur,Android TV,Android,Yes,Mobile,4.760629048,Series,,,DASH,Widevine,Akamai,Akamai,,7.4,2K,00:11,00:27,826HL-D85m6-2q8EA-cN7EL,00:15,220
andrewgentry,pause,2021-03-09 19:33:04,Africa/Djibouti,FALSE,FireTV,hotstar,2.4,Guwahati,FireTV,Android,No,Mobile,93.59155031,Series,,,HLS,PlayReady,Cloudfront,Akamai,,8.5,480p,00:29,00:36,462YM-E27S2-1B3LR-HV9jz,00:32,207
paigeklein,skip,2021-10-17 05:54:25,Pacific/Palau,TRUE,iOS,sonyliv,2.4,Jabalpur,iPad,iOS,No,DSL,27.77208665,Series,,,DASH,PlayReady,Cloudfront,Akamai,,5,1080p,00:45,00:52,703vX-U01B5-7D6yM-Vu5DP,00:51,409
vkim,stop,2021-04-09 10:07:14,Asia/Katmandu,FALSE,FireTV,hotstar,4.1,Thrissur,FireTV,Android,Yes,DSL,16.75386815,Movie,,,DASH,PlayReady,Akamai,Akamai,,9.1,720p,01:56,02:29,476VS-P29V5-2N0yz-SW2YA,02:07,679
derekmoss,skip,2021-09-22 04:00:05,America/St_Kitts,TRUE,FireTV,hotstar,4.5,Gurgaon,FireTV,Android,No,DSL,92.89991252,Documentary,,,HLS,PlayReady,Cloudfront,Akamai,,5.9,480p,00:50,01:02,875fC-b80e5-7I4zf-jM3mb,01:00,640
kennethchen,skip,2021-08-17 09:24:48,Pacific/Tongatapu,FALSE,Android,hotstar,5.8,Shahjahanpur,Android Phone,Android,Yes,DSL,82.56495115,Documentary,,,DASH,PlayReady,Cloudfront,Akamai,,9.3,480p,00:04,01:27,696TC-W70L4-5x0Tf-Lp6cW,00:30,1590
leeamber,skip,2021-03-22 05:03:58,Africa/Asmera,TRUE,FireTV,sonyliv,1.6,Kollam,FireTV,Android,No,Mobile,85.75545135,Documentary,,,HLS,PlayReady,Akamai,Akamai,,9.3,2K,01:10,01:14,768kG-Z44O7-2m0iU-jU0iU,01:13,221
kenneth03,play,2021-03-10 00:51:39,Europe/Rome,TRUE,iOS,hotstar,4.5,Imphal,iPad,iOS,Yes,DSL,2.027381448,Movie,,,HLS,Widevine,Akamai,Cloudfront,,5.7,480p,00:24,03:08,330TW-F72d9-8e7rW-WK3ES,02:58,9193
samantha51,pause,2021-02-16 04:38:24,Africa/Tripoli,FALSE,Android,hotstar,5.8,Hosur,Android Phone,Android,No,Mobile,52.098606,Series,,,HLS,PlayReady,Akamai,Cloudfront,,9.4,480p,00:36,00:36,938Ed-n52y5-6w6IH-cO5BL,00:36,0
douglas42,pause,2021-07-23 15:02:53,Asia/Bishkek,FALSE,FireTV,sonyliv,1,Ambarnath,FireTV,Android,Yes,Mobile,18.11923656,Movie,,,DASH,PlayReady,Cloudfront,Cloudfront,,7.1,480p,00:43,03:06,800uh-W78K1-1x5kd-HX0Wn,03:04,8455
melissajones,pause,2021-08-14 02:19:51,Asia/Dhaka,TRUE,Android,sonyliv,1.8,Thiruvananthapuram,Android Phone,Android,Yes,DSL,69.08177587,Documentary,,,DASH,Widevine,Cloudfront,Akamai,,8.7,480p,00:12,01:19,929ly-V32e4-9U3qZ-iQ3qQ,00:38,1591
justinsullivan,skip,2021-09-07 08:00:48,Africa/Luanda,TRUE,Android,sonyliv,5.4,Davanagere,Android Phone,Android,Yes,Mobile,94.97638432,Movie,,,HLS,Widevine,Cloudfront,Akamai,,8.3,480p,00:40,02:12,872Bv-w81B1-7l8iS-fP1UT,00:54,869
bcole,stop,2021-05-30 16:59:45,America/El_Salvador,TRUE,iOS,hotstar,1.9,Navi Mumbai,iPhone,iOS,Yes,Mobile,63.58287598,Movie,,,DASH,PlayReady,Akamai,Akamai,,5.5,480p,01:36,01:48,695sS-j99G7-6r8Ng-mG8xU,01:46,592
jessicataylor,pause,2021-02-28 11:50:45,Europe/Rome,FALSE,FireTV,sonyliv,4.8,Serampore,FireTV,Android,No,DSL,43.62326298,Movie,,,DASH,PlayReady,Cloudfront,Cloudfront,,9.8,480p,00:36,01:49,360QE-N94B6-4t1nb-Yl7VN,00:41,251
charlessanchez,pause,2021-08-06 16:48:34,America/Costa_Rica,TRUE,Browser,hotstar,2,Indore,PC/Laptop,Linux/Unix,Yes,DSL,41.51454054,Series,,,HLS,Widevine,Cloudfront,Cloudfront,,6,480p,00:17,00:56,678Pd-R21S1-9u9pu-BS3AL,00:51,2025
karina10,stop,2021-03-12 15:35:40,Africa/Addis_Ababa,TRUE,iOS,hotstar,3.5,Jind,iPad,iOS,Yes,DSL,79.0312184,Movie,,,DASH,PlayReady,Akamai,Akamai,,6.1,720p,02:14,02:38,161rh-o65U9-0V9ld-JB3dF,02:26,765
johnwilliams,stop,2021-03-24 20:13:31,Asia/Choibalsan,TRUE,FireTV,hotstar,5.8,Bhilai,FireTV,Android,Yes,DSL,50.64800684,Documentary,,,HLS,PlayReady,Akamai,Cloudfront,,8.6,720p,00:13,01:08,717Au-w21z8-3n4KW-ba5wU,01:03,2998
dennispotts,skip,2021-09-20 04:39:03,Europe/Ljubljana,TRUE,Browser,hotstar,6.3,Kurnool[17],PC/Laptop,Windows,Yes,DSL,3.228757587,Documentary,,,HLS,Widevine,Cloudfront,Cloudfront,,5,720p,01:05,01:28,784ve-c69q7-7O8Pm-Lm5GM,01:15,571
nancy46,skip,2021-03-07 18:06:57,Asia/Dili,FALSE,iOS,sonyliv,5.1,Imphal,Apple TV,iOS,Yes,DSL,4.384445255,Movie,,,DASH,Widevine,Cloudfront,Akamai,,9.6,720p,02:02,02:48,147Ug-d96K2-2n2Uo-nz2Ph,02:26,1429
john44,pause,2021-01-09 04:39:15,Africa/Blantyre,FALSE,FireTV,sonyliv,5,Davanagere,FireTV,Android,Yes,Mobile,64.36370402,Movie,,,DASH,PlayReady,Akamai,Akamai,,5,480p,01:44,02:10,687YS-R01V4-1P8Ro-fW1cR,01:51,397
jessica41,stop,2021-04-27 08:38:53,Asia/Baghdad,FALSE,Android,sonyliv,3.7,Latur,Android Phone,Android,No,Mobile,54.75357777,Movie,,,HLS,PlayReady,Cloudfront,Akamai,,5,480p,00:58,02:52,922tr-M22g7-4E2db-nH1vv,01:34,2188
nathaniel71,skip,2021-02-27 00:20:49,Pacific/Fiji,FALSE,iOS,hotstar,2.7,Miryalaguda,Apple TV,iOS,Yes,Mobile,12.70350943,Movie,,,HLS,Widevine,Cloudfront,Akamai,,9,480p,01:32,02:16,348Wq-k43v6-5a7RQ-Gk3Vm,01:53,1287
louiscoleman,pause,2021-04-03 18:57:42,Europe/Copenhagen,TRUE,iOS,hotstar,3.4,Hyderabad,iPhone,iOS,Yes,Mobile,75.24881983,Movie,,,DASH,PlayReady,Akamai,Cloudfront,,8.1,720p,01:39,01:57,751Pa-w42N3-6D3mO-wA6nj,01:48,534
erica71,play,2021-08-03 01:52:37,Africa/Kampala,TRUE,Browser,hotstar,4.7,Gwalior,PC/Laptop,Windows,No,DSL,80.78024226,Series,,,DASH,Widevine,Akamai,Akamai,,7.4,2K,00:48,00:55,687CD-Q04l4-0p7rM-aB0Hc,00:50,87
pamela82,skip,2021-10-16 11:20:06,Africa/Ouagadougou,TRUE,Browser,sonyliv,5.3,Suryapet,PC/Laptop,MacOS,No,Mobile,43.38654494,Series,,,DASH,Widevine,Cloudfront,Akamai,,8.9,480p,00:26,00:27,695sS-j99G7-6r8Ng-mG8xU,00:26,21
justin48,pause,2021-01-02 02:14:53,Europe/Sofia,FALSE,Android,hotstar,2,Rajarhat,Android TV,Android,No,DSL,90.96472105,Series,,,DASH,PlayReady,Akamai,Cloudfront,,9.4,480p,00:49,00:56,167Sb-b13I5-2J9GW-gG8Fi,00:52,173
spearsmary,stop,2021-09-14 10:00:53,Africa/Ouagadougou,FALSE,Android,hotstar,6.2,Port Blair,Android Phone,Android,Yes,Mobile,27.79084552,Movie,,,HLS,PlayReady,Cloudfront,Cloudfront,,7.5,480p,01:42,02:02,978Qm-W95K5-7F8nk-GU0wG,01:45,230
brandy93,play,2021-05-25 12:08:03,Asia/Damascus,TRUE,iOS,hotstar,4.4,Meerut,iPhone,iOS,No,Mobile,66.03294557,Movie,,,HLS,PlayReady,Akamai,Cloudfront,,8.2,480p,01:22,02:36,239Am-b49v1-3u2zo-il7fu,02:12,2963
katherine84,pause,2021-09-26 12:42:21,America/Guatemala,FALSE,Browser,sonyliv,4.3,Rampur,PC/Laptop,Windows,No,DSL,63.67157475,Documentary,,,DASH,PlayReady,Cloudfront,Cloudfront,,7.4,1080p,01:06,01:16,320dF-Z79Q8-3M9iv-UT4Fz,01:16,565
ivillanueva,play,2021-10-31 06:25:49,Asia/Harbin,FALSE,FireTV,sonyliv,2.9,Thanjavur,FireTV,Android,No,DSL,22.37523054,Series,,,HLS,Widevine,Akamai,Cloudfront,,9.3,480p,00:22,00:44,918BS-k77D1-8T6vN-Tp4Pv,00:37,868
fhester,pause,2021-04-27 17:15:18,Africa/Kinshasa,TRUE,Browser,sonyliv,3.9,Secunderabad,PC/Laptop,Windows,Yes,Mobile,27.31804709,Movie,,,DASH,PlayReady,Cloudfront,Cloudfront,,5.6,2K,00:06,02:32,387iw-P69N9-7H4CF-yZ6lW,02:08,7349
owood,stop,2021-10-03 13:35:14,Pacific/Auckland,FALSE,Browser,hotstar,3.2,Jalandhar,PC/Laptop,Windows,No,Mobile,23.32376744,Movie,,,DASH,PlayReady,Akamai,Cloudfront,,8,720p,00:36,03:02,811TA-R07e3-5p6vV-sp3iS,02:01,5049
sdawson,stop,2021-06-27 03:49:04,Europe/Stockholm,TRUE,Browser,sonyliv,2.4,Warangal[12][13],PC/Laptop,Windows,No,DSL,0.1788938067,Documentary,,,HLS,PlayReady,Cloudfront,Cloudfront,,5.1,720p,01:13,01:17,279tm-a98l7-4C0jV-gO8jw,01:17,229
brent19,skip,2021-01-14 14:21:39,Europe/Belgrade,TRUE,Browser,hotstar,6.4,Guna,PC/Laptop,Windows,Yes,DSL,81.08790587,Series,,,DASH,Widevine,Cloudfront,Cloudfront,,5.9,480p,00:33,00:43,988eK-U86U2-2Q5AW-gq5Py,00:33,36
